"",,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,
"",Annexure V: History of credit rating of all outstanding ratings (Issue wise),,,,,,,,,,,,,,,,,,,,,,,,
"",,,,Initial Rating,First revision,Second Revision,Third Revision,Fourth revision,Fifth revision,Sixth revision,Seventh revision,Eighth revision,Ninth revision,"Tenthrevision",,,,,,,,,,,
"",Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
"",1,BLR,24/7 Customer Private Limited,CARE BBB+,17-04-2012,CARE BBB+; INC,22-03-2017,,,,,,,,,,,,,,,,,,
"",2,BLR,24/7 Customer Private Limited,CARE BBB+ / CARE A3+,28-04-2015,CARE BBB+ / CARE A3+; INC,22-03-2017,,,,,,,,,,,,,,,,,,
"",3,BLR,24/7 Customer Private Limited,CARE A3+,17-04-2012,CARE A3+; INC,22-03-2017,,,,,,,,,,,,,,,,,,
"",4,BLR,3B Binani GlassFibre SARL,CARE BB,26-06-2015,CARE BB; Stable,11-08-2017,,,,,,,,,,,,,,,,,,
"",5,BLR,3B Fibreglass Norway AS,CARE BB,26-06-2015,CARE BB; Stable,11-08-2017,,,,,,,,,,,,,,,,,,
"",6,BLR,3B Fibreglass SPRL,CARE BB+,02-07-2013,CARE BB,05-09-2014,CARE BB; Stable,11-08-2017,,,,,,,,,,,,,,,,
"",7,BLR,3F Industries Limited,CARE A-,07-11-2011,CARE BBB+,08-01-2013,CARE BBB+; Stable,27-12-2017,,,,,,,,,,,,,,,,
"",8,BLR,3F Industries Limited,CARE A-,01-11-2011,CARE BBB+,08-01-2013,CARE BBB+; Stable,27-12-2017,,,,,,,,,,,,,,,,
"",9,BLR,3F Industries Limited,CARE A2,06-01-2015,,,,,,,,,,,,,,,,,,,,
"",10,BLR,3F Industries Limited,CARE A2,06-01-2015,,,,,,,,,,,,,,,,,,,,
"",11,BLR,3F Industries Limited,CARE A2+,07-11-2011,CARE A2,08-01-2013,,,,,,,,,,,,,,,,,,
"",12,BLR,3F Industries Limited,CARE A2,20-11-2015,,,,,,,,,,,,,,,,,,,,
"",13,BLR,3F Industries Limited,CARE BBB+ / CARE A2,06-01-2015,CARE BBB+; Stable / CARE A2,27-12-2017,,,,,,,,,,,,,,,,,,
"",14,MT Instruments,3F Industries Limited,CARE BBB+ (FD),17-06-2014,CARE BBB+; Stable,27-12-2017,,,,,,,,,,,,,,,,,,
"",15,BLR,3F Oil Palm Agrotech Private Limited,CARE A- (SO),24-11-2011,CARE BBB+,08-01-2013,CARE BBB,17-10-2014,CARE BBB; Stable,12-01-2017,,,,,,,,,,,,,,
"",16,BLR,3F Oil Palm Agrotech Private Limited,CARE A- (SO),24-11-2011,CARE BBB+ (SO),08-01-2013,CARE BBB,17-10-2014,CARE BBB; Stable,12-01-2017,,,,,,,,,,,,,,
"",17,BLR,4S Spintex India Private Limited,CARE B+,12-08-2016,CARE B+; Stable,03-08-2017,,,,,,,,,,,,,,,,,,
"",18,BLR,4S Spintex India Private Limited,CARE B+,12-08-2016,CARE B+; Stable,03-08-2017,,,,,,,,,,,,,,,,,,
"",19,BLR,5 Core Acoustics Private Limited,CARE A4+,01-02-2016,CARE A4+; INC,21-03-2017,,,,,,,,,,,,,,,,,,
"",20,BLR,5 Core Acoustics Private Limited,CARE A4+,01-02-2016,CARE A4+; INC,21-03-2017,,,,,,,,,,,,,,,,,,
"",21,ST Instruments,5paisa Capital Limited,CARE A1+,30-11-2017,,,,,,,,,,,,,,,,,,,,
"",22,BLR,70 Realty,CARE D,26-07-2016,CARE D; INC,01-11-2017,,,,,,,,,,,,,,,,,,
"",23,BLR,79 Developers,CARE B+,03-11-2016,CARE D; INC,01-02-2018,,,,,,,,,,,,,,,,,,
"",24,LT Instruments,8K Miles Software Services Limited,CARE A-,29-11-2016,CARE A-; Stable,13-02-2018,,,,,,,,,,,,,,,,,,
"",25,BLR,8K Miles Software Services Limited,CARE A-; Stable,22-03-2018,,,,,,,,,,,,,,,,,,,,
"",26,BLR,8K Miles Software Services Limited,CARE A-; Stable,22-03-2018,,,,,,,,,,,,,,,,,,,,
"",27,BLR,8K Miles Software Services Limited,CARE A- / CARE A2+,29-11-2016,CARE A-; Stable / CARE A2+,13-02-2018,,,,,,,,,,,,,,,,,,
"",28,BLR,A & A Modular Systems,CARE A4,23-10-2015,CARE A4; INC,16-03-2017,,,,,,,,,,,,,,,,,,
"",29,BLR,A & A Modular Systems,CARE A4,23-10-2015,CARE A4; INC,16-03-2017,,,,,,,,,,,,,,,,,,
"",30,BLR,A & A Modular Systems,CARE B+,23-10-2015,CARE B+; Stable,16-03-2017,,,,,,,,,,,,,,,,,,
"",31,BLR,A & D International Private Limited,CARE B+; Stable,25-09-2017,,,,,,,,,,,,,,,,,,,,
"",32,BLR,A & D International Private Limited,CARE B+; Stable,25-09-2017,,,,,,,,,,,,,,,,,,,,
"",33,BLR,A & D International Private Limited,CARE A4,25-09-2017,,,,,,,,,,,,,,,,,,,,
"",34,LT Instruments,A B T Investments (India) Private Limited,CARE B,07-09-2016,CARE B; Stable,09-11-2017,CARE D,04-12-2017,,,,,,,,,,,,,,,,
"",35,BLR,A B T Limited,CARE B,23-04-2015,CARE BB-; Stable,24-01-2017,,,,,,,,,,,,,,,,,,
"",36,BLR,A B T Limited,CARE BB-; Stable,24-01-2017,,,,,,,,,,,,,,,,,,,,
"",37,MT Instruments,A B T Limited,CARE B,23-04-2015,CARE BB- (FD); Stable,24-01-2017,,,,,,,,,,,,,,,,,,
"",38,BLR,A H Mallick Agro Services & Cold Storage Private Limited,CARE A4,08-02-2016,,,,,,,,,,,,,,,,,,,,
"",39,BLR,A H Mallick Agro Services & Cold Storage Private Limited,CARE B,08-02-2016,CARE B; Stable,06-02-2017,,,,,,,,,,,,,,,,,,
"",40,BLR,A H Mallick Agro Services & Cold Storage Private Limited,CARE B,08-02-2016,CARE B; Stable,06-02-2017,,,,,,,,,,,,,,,,,,
"",41,BLR,A H Mallick Agro Services & Cold Storage Private Limited,CARE B,08-02-2016,CARE B; Stable,06-02-2017,,,,,,,,,,,,,,,,,,
"",42,BLR,A Infrastructure Limited,CARE BB+; Stable,10-07-2017,,,,,,,,,,,,,,,,,,,,
"",43,BLR,A Infrastructure Limited,CARE A4,10-07-2017,,,,,,,,,,,,,,,,,,,,
"",44,BLR,A Infrastructure Limited,CARE A4,10-07-2017,,,,,,,,,,,,,,,,,,,,
"",45,BLR,A Infrastructure Limited,CARE BB+; Stable / CARE A4,10-07-2017,,,,,,,,,,,,,,,,,,,,
"",46,BLR,A Raja Cottex,CARE BB-,19-05-2016,CARE D; INC,11-07-2017,,,,,,,,,,,,,,,,,,
"",47,BLR,A S Traders,CARE A4,01-11-2017,,,,,,,,,,,,,,,,,,,,
"",48,BLR,A S Traders,CARE B+; Stable,01-11-2017,,,,,,,,,,,,,,,,,,,,
"",49,BLR,A S Wood Impex Private Limited,CARE A3,17-08-2015,,,,,,,,,,,,,,,,,,,,
"",50,BLR,A S Wood Impex Private Limited,CARE BBB-,17-08-2015,CARE BBB-; Stable,31-01-2018,,,,,,,,,,,,,,,,,,
"",51,BLR,A V R Valves Private Limited,CARE BB,27-02-2014,CARE BB+; Stable,10-02-2017,,,,,,,,,,,,,,,,,,
"",52,BLR,A V R Valves Private Limited,CARE BB,08-03-2016,CARE BB+; Stable,10-02-2017,,,,,,,,,,,,,,,,,,
"",53,BLR,A V R Valves Private Limited,CARE BB / CARE A4,27-02-2014,CARE BB+; Stable / CARE A4+,10-02-2017,,,,,,,,,,,,,,,,,,
"",54,BLR,A V R Valves Private Limited,CARE A4,27-02-2014,CARE A4+,10-02-2017,,,,,,,,,,,,,,,,,,
"",55,BLR,A V R Valves Private Limited,CARE A4,27-02-2014,CARE A4+,10-02-2017,,,,,,,,,,,,,,,,,,
"",56,BLR,A V R Valves Private Limited,CARE A4,27-02-2014,CARE A4+,10-02-2017,,,,,,,,,,,,,,,,,,
"",57,BLR,A V R Valves Private Limited,CARE A4,27-02-2014,CARE A4+,10-02-2017,,,,,,,,,,,,,,,,,,
"",58,BLR,A. G. Shares and Securities Limited,CARE A4,01-02-2016,,,,,,,,,,,,,,,,,,,,
"",59,BLR,A. K. Builders,CARE A4,04-05-2016,,,,,,,,,,,,,,,,,,,,
"",60,BLR,A. K. Builders,CARE BB-,04-05-2016,CARE BB; Stable,03-05-2017,,,,,,,,,,,,,,,,,,
"",61,BLR,A. K. Capital Finance Private Limited,CARE A+,16-10-2014,CARE A+; Stable,08-01-2018,,,,,,,,,,,,,,,,,,
"",62,ST Instruments,A. K. Capital Finance Private Limited,CARE A1+,13-12-2012,,,,,,,,,,,,,,,,,,,,
"",63,BLR,A. K. Capital Finance Private Limited,CARE A+ (SO),09-11-2012,CARE A+ (SO); Stable,08-01-2018,,,,,,,,,,,,,,,,,,
"",64,BLR,A. K. Capital Services Limited,CARE A-,28-05-2009,CARE A,09-03-2010,CARE A+,06-12-2010,CARE A+; Stable,08-01-2018,,,,,,,,,,,,,,
"",65,BLR,A. P. Fashions Private Limited,CARE BB; Stable,22-12-2017,,,,,,,,,,,,,,,,,,,,
"",66,BLR,A. P. Fashions Private Limited,CARE A4+,22-12-2017,,,,,,,,,,,,,,,,,,,,
"",67,BLR,A. R. Enterprises,CARE A4,27-03-2018,,,,,,,,,,,,,,,,,,,,
"",68,BLR,A. R. Enterprises,CARE BB; Stable,27-03-2018,,,,,,,,,,,,,,,,,,,,
"",69,BLR,A. R. Enterprises,CARE BB; Stable,27-03-2018,,,,,,,,,,,,,,,,,,,,
"",70,BLR,A. R. Enterprises,CARE BB; Stable,27-03-2018,,,,,,,,,,,,,,,,,,,,
"",71,BLR,A. R. Fish Products,CARE BB; Stable,23-03-2018,,,,,,,,,,,,,,,,,,,,
"",72,BLR,A. R. Fish Products,CARE BB; Stable,23-03-2018,,,,,,,,,,,,,,,,,,,,
"",73,BLR,A. Thajudeen,CARE BB; Stable,02-08-2017,,,,,,,,,,,,,,,,,,,,
"",74,BLR,A. Thajudeen,CARE A4,02-08-2017,,,,,,,,,,,,,,,,,,,,
"",75,BLR,A. Toss And Sons (India) Limited,CARE BB+; Stable,14-06-2017,,,,,,,,,,,,,,,,,,,,
"",76,BLR,A.C. Brothers,CARE A4+,06-05-2015,CARE A3,28-02-2017,,,,,,,,,,,,,,,,,,
"",77,BLR,A.C. Brothers,CARE BBB-; Stable,28-02-2017,,,,,,,,,,,,,,,,,,,,
"",78,BLR,A.G. Hospitalities Private Limited,CARE B+,15-07-2015,CARE B+; Stable,18-01-2017,,,,,,,,,,,,,,,,,,
"",79,BLR,A.G. Hospitalities Private Limited,CARE B+,15-07-2015,CARE B+; Stable,18-01-2017,,,,,,,,,,,,,,,,,,
"",80,BLR,A.K. Soni Hosiery Mills Private Limited,CARE B+,18-04-2016,CARE D,14-04-2017,CARE D; INC,26-04-2018,,,,,,,,,,,,,,,,
"",81,BLR,A.K. Soni Hosiery Mills Private Limited,CARE A4,18-04-2016,CARE D,14-04-2017,CARE D; INC,26-04-2018,,,,,,,,,,,,,,,,
"",82,BLR,A.M. Rice Mills,CARE B+,12-01-2016,CARE B+; INC,23-03-2017,,,,,,,,,,,,,,,,,,
"",83,BLR,A.M. Rice Mills,CARE A4,12-01-2016,CARE A4; INC,23-03-2017,,,,,,,,,,,,,,,,,,
"",84,BLR,A.M. Rice Mills,CARE A4,12-01-2016,CARE A4; INC,23-03-2017,,,,,,,,,,,,,,,,,,
"",85,BLR,A.P. International,CARE B+; Stable,23-01-2018,,,,,,,,,,,,,,,,,,,,
"",86,BLR,A.P. International,CARE B+; Stable,23-01-2018,,,,,,,,,,,,,,,,,,,,
"",87,BLR,A.P. Refinery Private Limited,CARE BBB,20-10-2015,CARE BBB; Stable,17-01-2017,,,,,,,,,,,,,,,,,,
"",88,BLR,A.P. Refinery Private Limited,CARE BBB,29-04-2015,CARE BBB; Stable,17-01-2017,,,,,,,,,,,,,,,,,,
"",89,BLR,A.R. Stanchem Private Limited,CARE A-; Stable,08-01-2018,,,,,,,,,,,,,,,,,,,,
"",90,BLR,A.R. Stanchem Private Limited,CARE A-; Stable / CARE A2+,08-01-2018,,,,,,,,,,,,,,,,,,,,
"",91,BLR,A.R.C. Mills Private Limited,CARE A4,20-04-2016,,,,,,,,,,,,,,,,,,,,
"",92,BLR,A.R.C. Mills Private Limited,CARE A4,20-04-2016,,,,,,,,,,,,,,,,,,,,
"",93,BLR,A.R.C. Mills Private Limited,CARE B+,23-01-2012,CARE B+; Stable,05-12-2016,,,,,,,,,,,,,,,,,,
"",94,BLR,A.R.C. Mills Private Limited,CARE B+,23-01-2012,CARE B+; Stable,05-12-2016,,,,,,,,,,,,,,,,,,
"",95,BLR,A.S. Motors Private Limited,CARE BB-,15-03-2012,CARE B+,11-02-2013,CARE B+; Stable,14-03-2017,CARE B+; INC,19-02-2018,,,,,,,,,,,,,,
"",96,BLR,A.S.Betgeri,CARE BB-; Stable,12-04-2017,CARE B+; Stable,09-02-2018,,,,,,,,,,,,,,,,,,
"",97,BLR,A.S.Betgeri,CARE A4,12-04-2017,,,,,,,,,,,,,,,,,,,,
"",98,BLR,A.S.Patel,CARE BB-; Stable,09-08-2017,,,,,,,,,,,,,,,,,,,,
"",99,BLR,A.S.Patel,CARE A4,09-08-2017,,,,,,,,,,,,,,,,,,,,
"",100,BLR,A.V. Valves Limited,CARE B / CARE A4,19-03-2013,CARE B+ / CARE A4,19-04-2016,CARE B+; Stable / CARE A4,03-05-2017,,,,,,,,,,,,,,,,
"",101,BLR,A.V. Valves Limited,CARE A4,19-03-2013,,,,,,,,,,,,,,,,,,,,
"",102,BLR,A.V. Valves Limited,CARE B+,19-04-2016,CARE B+; Stable,03-05-2017,,,,,,,,,,,,,,,,,,
"",103,BLR,A-1 Chips and Exports India Private Limited,CARE A4+,22-01-2016,CARE A4+; INC,18-05-2017,,,,,,,,,,,,,,,,,,
"",104,BLR,A-1 Chips and Exports India Private Limited,CARE A4+,22-01-2016,CARE A4+; INC,18-05-2017,,,,,,,,,,,,,,,,,,
"",105,BLR,A-1 Chips and Exports India Private Limited,CARE BB+,22-01-2016,CARE BB+; INC,18-05-2017,,,,,,,,,,,,,,,,,,
"",106,BLR,A-1 Chips and Exports India Private Limited,CARE BB+,22-01-2016,CARE BB+; INC,18-05-2017,,,,,,,,,,,,,,,,,,
"",107,BLR,A-1 Cold Storage Private Limited,CARE B+; Stable,15-12-2017,,,,,,,,,,,,,,,,,,,,
"",108,BLR,A2Z Infra Engineering Limited,CARE D,31-12-2015,CARE D; INC,04-04-2017,,,,,,,,,,,,,,,,,,
"",109,BLR,A2Z Infra Engineering Limited,CARE D,31-12-2015,CARE D; INC,04-04-2017,,,,,,,,,,,,,,,,,,
"",110,BLR,A2Z Infra Engineering Limited,CARE D,31-12-2015,CARE D; INC,04-04-2017,,,,,,,,,,,,,,,,,,
"",111,BLR,A2Z Infraservices Limited,CARE BB,08-01-2015,CARE D,24-04-2017,,,,,,,,,,,,,,,,,,
"",112,BLR,AA Food Factory,CARE A4,05-05-2016,CARE A4; INC,24-04-2017,,,,,,,,,,,,,,,,,,
"",113,BLR,AA Food Factory,CARE B+,05-05-2016,CARE B+; INC,24-04-2017,,,,,,,,,,,,,,,,,,
"",114,BLR,AA Food Factory,CARE B+,05-05-2016,CARE B+; INC,24-04-2017,,,,,,,,,,,,,,,,,,
"",115,BLR,AAA Roller Flour Mills Private Limited,CARE BB-,29-10-2015,CARE BB-; Stable,13-12-2016,,,,,,,,,,,,,,,,,,
"",116,BLR,AAA Roller Flour Mills Private Limited,CARE B+,12-08-2014,CARE BB-,29-10-2015,CARE BB-; Stable,13-12-2016,,,,,,,,,,,,,,,,
"",117,BLR,Aacharan Enterprises Private Limited,CARE BB,18-01-2016,CARE BB; Stable,14-03-2017,,,,,,,,,,,,,,,,,,
"",118,BLR,Aadesh Travels Private Limited,CARE B+; Stable,13-04-2017,,,,,,,,,,,,,,,,,,,,
"",119,BLR,Aadesh Travels Private Limited,CARE A4,13-04-2017,,,,,,,,,,,,,,,,,,,,
"",120,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),Provisional CARE AA+ (SO),24-07-2015,Provisional CARE AA+ (SO),12-07-2017,,,,,,,,,,,,,,,,,,
"",121,LT Instruments,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA (SO); Stable,21-12-2017,,,,,,,,,,,,,,,,,,,,
"",122,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA+ (SO),12-04-2016,CARE AA+ (SO),12-07-2017,,,,,,,,,,,,,,,,,,
"",123,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA+ (SO); Stable,21-12-2017,,,,,,,,,,,,,,,,,,,,
"",124,LT Instruments,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA+ (SO); Stable,21-12-2017,,,,,,,,,,,,,,,,,,,,
"",125,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA+ (SO),07-03-2017,CARE AA+ (SO); Stable,12-07-2017,,,,,,,,,,,,,,,,,,
"",126,LT Instruments,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),Provisional CARE AA+ (SO),12-07-2017,,,,,,,,,,,,,,,,,,,,
"",127,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA (SO),29-05-2014,CARE AA+ (SO),10-07-2014,CARE AA+ (SO); Stable,12-07-2017,,,,,,,,,,,,,,,,
"",128,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA (SO) (In Principle),12-09-2013,CARE AA+ (SO),10-07-2014,CARE AA+ (SO); Stable,12-07-2017,,,,,,,,,,,,,,,,
"",129,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA (SO),12-09-2013,CARE AA+ (SO),10-07-2014,CARE AA+ (SO); Stable,12-07-2017,,,,,,,,,,,,,,,,
"",130,BLR,Aadhar Housing Finance Limited (erstwhile DHFL Vysya Housing Finance Limited),CARE AA (SO) (In Principle),03-01-2012,CARE AA+ (SO),10-07-2014,CARE AA+ (SO); Stable,12-07-2017,,,,,,,,,,,,,,,,
"",131,BLR,Aadheesh Texfab Private Limited,CARE B,19-08-2014,CARE B+,13-10-2015,CARE BB-,09-12-2016,CARE BB-; Stable,31-01-2018,,,,,,,,,,,,,,
"",132,BLR,Aadheesh Texfab Private Limited,CARE B,19-08-2014,CARE B+,13-10-2015,CARE BB-,09-12-2016,CARE BB-; Stable,31-01-2018,,,,,,,,,,,,,,
"",133,BLR,Aadheesh Texfab Private Limited,CARE B,19-08-2014,CARE B+,13-10-2015,CARE BB-,09-12-2016,CARE BB-; Stable,31-01-2018,,,,,,,,,,,,,,
"",134,BLR,Aadhishiva Enterprises,CARE D,01-02-2016,CARE D; INC,15-05-2017,,,,,,,,,,,,,,,,,,
"",135,BLR,Aadhishiva Enterprises,CARE D,01-02-2016,CARE D; INC,15-05-2017,,,,,,,,,,,,,,,,,,
"",136,BLR,Aaditya Finechem Private Limited,CARE BBB-; Stable,08-09-2017,,,,,,,,,,,,,,,,,,,,
"",137,BLR,Aaditya Finechem Private Limited,CARE A3,08-09-2017,,,,,,,,,,,,,,,,,,,,
"",138,BLR,Aaditya Transport,CARE BB-; Stable,17-05-2017,,,,,,,,,,,,,,,,,,,,
"",139,BLR,Aahil Products Company Private Limited,CARE B+; Stable,13-03-2018,,,,,,,,,,,,,,,,,,,,
"",140,BLR,Aahil Products Company Private Limited,CARE B+; Stable,13-03-2018,,,,,,,,,,,,,,,,,,,,
"",141,BLR,AAK Kamani Private Limited,CARE A2,07-06-2016,CARE A2+,20-11-2017,,,,,,,,,,,,,,,,,,
"",142,BLR,AAK Kamani Private Limited,CARE A-,07-06-2016,CARE A-; Stable,31-12-2016,CARE A; Stable,20-11-2017,,,,,,,,,,,,,,,,
"",143,BLR,AAK Kamani Private Limited,CARE A; Stable / CARE A2+,20-11-2017,,,,,,,,,,,,,,,,,,,,
"",144,BLR,Aakaf Steel Private Limited,CARE B+,15-07-2015,CARE B+ / CARE A4,25-07-2016,CARE B+; Stable / CARE A4,21-08-2017,,,,,,,,,,,,,,,,
"",145,BLR,Aakash Global Foods Private Limited,CARE BB+,14-03-2016,CARE BBB; Stable,16-02-2017,CARE BBB+; Stable,30-03-2018,,,,,,,,,,,,,,,,
"",146,BLR,Aakash Healthcare Private Limited,CARE BB,22-07-2015,CARE BB+; Stable,06-09-2017,,,,,,,,,,,,,,,,,,
"",147,BLR,Aakash Textiles Exports Private Limited,CARE A4,15-04-2013,,,,,,,,,,,,,,,,,,,,
"",148,BLR,Aakavi Spinning Mills Private Limited,CARE BB,12-04-2016,CARE BB; INC,12-05-2017,,,,,,,,,,,,,,,,,,
"",149,BLR,Aakavi Spinning Mills Private Limited,CARE BB,12-04-2016,CARE BB; INC,12-05-2017,,,,,,,,,,,,,,,,,,
"",150,BLR,Aamor Inox Limited,CARE BB+,10-08-2016,CARE BB; INC,02-02-2018,,,,,,,,,,,,,,,,,,
"",151,BLR,Aamor Inox Limited,CARE BB+ / CARE A4+,10-08-2016,CARE BB / CARE A4; INC,02-02-2018,,,,,,,,,,,,,,,,,,
"",152,BLR,Aaren Exports,CARE B+ / CARE A4,07-11-2013,CARE B+,08-02-2016,CARE B+; Stable,03-03-2017,,,,,,,,,,,,,,,,
"",153,BLR,Aaren Exports,CARE A4,07-11-2013,,,,,,,,,,,,,,,,,,,,
"",,,,Initial Rating,First revision,Second Revision,Third Revision,Fourth revision,Fifth revision,Sixth revision,Seventh revision,Eighth revision,Ninth revision,"Tenthrevision",,,,,,,,,,,
"",Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
